Day,Allegany,Anne Arundel,Baltimore City,Baltimore County,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince George's,Queen Anne's,Saint Mary's,Somerset,Talbot,Washington,Wicomico,Worcester
Total,3406,28872,1980,28023,9052,2444,15447,8254,6043,1930,14849,3066,21074,10246,1155,18905,6046,6030,9582,1575,3576,10869,5787,4369
