"linenumber","fec_committee_id","tran_id","flag_orgind","recipient","last_name","first_name","middle_name","prefix","suffix","address_one","address_two","city","state","zip","date","amount","aggregate_amount","purpose","memo_code","memo_text","cycle"
"SB17","C00869016","LAM03","ORG","HERTZ RENT A CAR",,,,,,"8501 WILLIAMS RD",,"ESTORA","FL","33928","2024-08-19","438.5",,"CAR RENTAL","X",,"2024"
"SB17","C00869016","HFM1283","ORG","HIGHS 51",,,,,,"116 W Central ave",,"Edgewater","MD","21037","2024-07-08","34.5",,"MEALS",,,"2024"
"SB17","C00869016","HFM1284","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-07-05","207.29",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1285","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-07-05","270.23",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1286","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-07-05","19.08",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1287","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-07-05","609.5",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1288","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-07-18","34.48",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1289","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-07-25","707.02",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1290","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-07-31","21.89",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1291","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-08-12","709.14",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1292","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-08-12","184.97",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1293","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-08-12","42.4",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1294","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-08-12","84.27",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1295","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-08-12","67.31",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1296","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-08-12","536.63",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1297","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-08-29","47.17",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1298","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-08-29","397.5",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1299","ORG","HIGHSTARR COPY & PRINT",,,,,,"2661MRIVA RDBUILDING 700",,"ANNAPOLIS","MD","21401","2024-08-29","1066.75",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1543","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-08","693.96",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1544","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-08","302.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1545","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-15","785.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1546","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-15","682.96",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1547","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-15","222.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1548","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-15","682.96",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1549","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-15","785.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1550","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-15","785.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1551","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-15","222.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1552","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-15","682.96",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1553","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-15","222.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1554","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-08-26","40",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1555","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-09-05","841.96",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1556","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-09-06","790.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1557","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-09-06","233.98",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1558","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-09-06","-841.96",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1559","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-09-11","1108.96",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1560","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-09-11","-682.96",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1561","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-09-17","781.97",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1562","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-09-17","781.97",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1563","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-09-17","781.97",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1564","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-09-30","-781.97",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1565","ORG","SOUTHWEST AIRLINES",,,,,,"2702 Love Field DR",,"Dallas","TX","75235","2024-09-30","771.96",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","LAM01","ORG","ST GREGORY HOTEL",,,,,,"2033 M St NW",,"WASHINGTON","DC","20036","2024-06-24","444.92",,"HOTEL ROOM","X",,"2024"
"SB17","C00869016","HFM1582","ORG","THE ABBEY RESORT",,,,,,"269 Fontana Blvd",,"Fontana-On-Geneva","WI","53125","2024-08-27","627.78",,"LODGING",,,"2024"
"SB17","C00869016","HFM1583","ORG","THE ABBEY RESORT",,,,,,"269 Fontana Blvd",,"Fontana-On-Geneva","WI","53125","2024-08-27","572.01",,"LODGING",,,"2024"
"SB17","C00869016","HFM1584","ORG","THE ABBEY",,,,,,"269 Fontana Blvd",,"Fontana-On-Geneva","WI","53125","2024-09-03","75.34",,"MEALS",,,"2024"
"SB17","C00869016","HFM1585","ORG","THE LUKENS COMPANY",,,,,,"2800 SHIRLINGTON RDSTE 900",,"ARLINGTON","VA","22206","2024-09-12","59251.26",,"FUNDRAISING SERVICES ",,,"2024"
"SB17","C00869016","HFM1586","ORG","THE LUKENS COMPANY",,,,,,"2800 SHIRLINGTON RDSTE 900",,"ARLINGTON","VA","22206","2024-09-18","2000",,"FUNDRAISING SERVICES",,,"2024"
"SB17","C00869016","HFM1587","ORG","THE LUKENS COMPANY",,,,,,"2800 SHIRLINGTON RDSTE 900",,"ARLINGTON","VA","22206","2024-07-10","685.81",,"MAIL/EMAIL/TEXT SERVICES",,,"2024"
"SB17","C00869016","HFM1588","ORG","THE LUKENS COMPANY",,,,,,"2800 SHIRLINGTON RDSTE 900",,"ARLINGTON","VA","22206","2024-08-02","2000",,"MAIL/EMAIL/TEXT SERVICES",,,"2024"
"SB17","C00869016","HFM1589","ORG","THE LUKENS COMPANY",,,,,,"2800 SHIRLINGTON RDSTE 900",,"ARLINGTON","VA","22206","2024-08-05","2000",,"MAIL/EMAIL/TEXT SERVICES",,,"2024"
"SB17","C00869016","HFM1590","ORG","THE LUKENS COMPANY",,,,,,"2800 SHIRLINGTON RDSTE 900",,"ARLINGTON","VA","22206","2024-08-28","54804.53",,"MAIL/EMAIL/TEXT SERVICES",,,"2024"
"SB17","C00869016","HFM1591","ORG","THE LUKENS COMPANY",,,,,,"2800 SHIRLINGTON RDSTE 900",,"ARLINGTON","VA","22206","2024-08-28","1347.46",,"MAIL/EMAIL/TEXT SERVICES",,,"2024"
"SB17","C00869016","HFM1592","ORG","THE LUKENS COMPANY",,,,,,"2800 SHIRLINGTON RDSTE 900",,"ARLINGTON","VA","22206","2024-08-28","25176.17",,"MAIL/EMAIL/TEXT SERVICES",,,"2024"
"SB17","C00869016","HFM1593","ORG","THE LUKENS COMPANY",,,,,,"2800 SHIRLINGTON RDSTE 900",,"ARLINGTON","VA","22206","2024-09-05","11935.77",,"MAIL/EMAIL/TEXT SERVICES",,,"2024"
"SB17","C00869016","HFM1594","ORG","THE LUKENS COMPANY",,,,,,"2800 SHIRLINGTON RDSTE 900",,"ARLINGTON","VA","22206","2024-09-19","13197.13",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1595","ORG","THE LUKENS COMPANY",,,,,,"2800 SHIRLINGTON RDSTE 900",,"ARLINGTON","VA","22206","2024-09-19","17201.04",,"PRINT EXPENSE",,,"2024"
"SB17","C00869016","HFM1596","ORG","THE MAIANNE SAHL COMPANY",,,,,,"16714 FITZHUGH RD",,"DRIPPING SPRINGS","TX","78620","2024-07-26","330",,"FUNDRAISING SERVICES",,,"2024"
"SB17","C00869016","HFM1597","ORG","THE VALLEY INN",,,,,,"10501 Falls Rd",,"Timonium","MD","21093","2024-09-06","2750.96",,"EVENT FOOD & BEV",,,"2024"
"SB17","C00869016","HFM1598","ORG","TLC POLITICAL",,,,,,"2800 SHIRLINGTON RD9TH FL",,"ARLINGTON","VA","22030","2024-07-15","58741.1",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1599","ORG","TLC POLITICAL",,,,,,"2800 SHIRLINGTON RD9TH FL",,"ARLINGTON","VA","22030","2024-07-22","44678.4",,"MAIL/EMAIL/TEXT SERVICES",,,"2024"
"SB17","C00869016","HFM1600","ORG","TLC POLITICAL",,,,,,"2800 SHIRLINGTON RD9TH FL",,"ARLINGTON","VA","22030","2024-08-08","70699.24",,"MAIL/EMAIL/TEXT SERVICES",,,"2024"
"SB17","C00869016","HFM1601","ORG","TLC POLITICAL",,,,,,"2800 SHIRLINGTON RD9TH FL",,"ARLINGTON","VA","22030","2024-08-13","30366.54",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1602","ORG","TLC POLITICAL",,,,,,"2800 SHIRLINGTON RD9TH FL",,"ARLINGTON","VA","22030","2024-09-23","12707.37",,"POSTAGE",,,"2024"
"SB17","C00869016","HFM1604","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-07-02","561.01",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1605","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-07-03","348.87",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1606","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-07-03","378.47",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1607","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-07-05","37.09",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1608","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-07-11","536.45",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1609","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-07-11","145.8",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1610","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-07-12","51.34",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1611","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-08-02","95.28",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1612","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-08-07","432.41",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1613","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-08-12","298.46",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1614","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-08-21","221.05",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1615","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-09-11","254.09",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1616","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-09-18","219.16",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1617","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-09-23","256.14",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1618","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-09-23","153.4",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1619","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-09-30","218.95",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1620","ORG","TRACTOR SUPPLY",,,,,,"5401 Virginia Way",,"Brentwood","TN","37027","2024-09-30","114.34",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1621","ORG","TRAVEL TRADERS",,,,,,"6205 Blue Lagoon Dr",,"Miami","FL","33126","2024-09-17","21",,"EVENT SUPPLIES",,,"2024"
"SB17","C00869016","HFM1622","ORG","TRIP ADVISOR",,,,,,"400 1st Ave",,"Needham","MA","02494","2024-09-19","22.75",,"TRAVEL COSTS",,,"2024"
"SB17","C00869016","HFM1627","ORG","TWA HOTEL",,,,,,"1 Idlewild Dr",,"Queens","NY","11430","2024-08-12","356.74",,"LODGING",,,"2024"
"SB17","C00869016","HFM1628","ORG","TWA HOTEL",,,,,,"1 Idlewild Dr",,"Queens","NY","11430","2024-08-12","356.74",,"LODGING",,,"2024"
"SB17","C00869016","HFM1629","ORG","TWA HOTEL",,,,,,"1 Idlewild Dr",,"Queens","NY","11430","2024-08-12","356.74",,"LODGING",,,"2024"
"SB17","C00869016","HFM1630","ORG","UBER",,,,,,"1725 Third St",,"San Francisco","CA","94158","2024-07-23","158.25",,"TRAVEL CAR EXPENSE",,,"2024"
"SB17","C00869016","HFM1631","ORG","UBER",,,,,,"1725 Third St",,"San Francisco","CA","94158","2024-07-23","119.88",,"TRAVEL CAR EXPENSE",,,"2024"
"SB17","C00869016","HFM1632","ORG","UBER",,,,,,"1725 Third St",,"San Francisco","CA","94158","2024-08-22","29.37",,"TRAVEL CAR EXPENSE",,,"2024"
"SB17","C00869016","HFM1633","ORG","UBER",,,,,,"1725 Third St",,"San Francisco","CA","94158","2024-08-23","30.17",,"TRAVEL CAR EXPENSE",,,"2024"
"SB17","C00869016","HFM1634","ORG","UBER",,,,,,"1725 Third St",,"San Francisco","CA","94158","2024-09-18","225.43",,"TRAVEL CAR EXPENSE",,,"2024"
"SB17","C00869016","HFM1635","ORG","UBER",,,,,,"1725 Third St",,"San Francisco","CA","94158","2024-09-20","69.1",,"TRAVEL CAR EXPENSE",,,"2024"
"SB17","C00869016","HFM1636","ORG","UBER",,,,,,"1725 Third St",,"San Francisco","CA","94158","2024-09-23","109.69",,"TRAVEL CAR EXPENSE",,,"2024"
"SB17","C00869016","HFM1637","ORG","UBER",,,,,,"1725 Third St",,"San Francisco","CA","94158","2024-09-23","21.93",,"TRAVEL CAR EXPENSE",,,"2024"
"SB17","C00869016","HFM1638","ORG","UBER",,,,,,"1725 Third St",,"San Francisco","CA","94158","2024-09-23","70.06",,"TRAVEL CAR EXPENSE",,,"2024"
"SB17","C00869016","HFM1639","ORG","UBER",,,,,,"1725 Third St",,"San Francisco","CA","94158","2024-09-24","14",,"TRAVEL CAR EXPENSE",,,"2024"
"SB17","C00869016","HFM1640","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","508.63",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1641","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","107",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1642","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","364.48",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1643","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","284.47",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1644","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","35",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1645","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","25.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1646","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","397.17",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1647","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","58",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1648","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","413.75",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1649","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","58",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1650","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","104.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1651","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","35",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1652","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","397.17",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1653","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","19.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1654","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","25.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1655","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","284.47",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1656","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","107",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1657","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","17.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1658","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","413.75",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1659","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","29.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1660","ORG","UNITED AIRLINES",,,,,,"233 S Wacker Dr",,"Chicago","IL","60606","2024-07-01","29.99",,"TRAVEL FLIGHT EXPENSE",,,"2024"
"SB17","C00869016","HFM1372","IND",,"ALTREE","LILLY ",,,,"2809 SHADY HOLLOW PL",,"FORT WAYNE","IN","46818","2024-09-04","85.42",,"NO SUBVENDOR AGGREGATES 200",,,"2024"
"SB17","C00869016","HFM1371","IND",,"ALTREE","LILLY ",,,,"2809 SHADY HOLLOW PL",,"FORT WAYNE","IN","46818","2024-07-02","782.88",,"EXPENSE REIMBURSEMENT",,,"2024"
"SB17","C00869016","HFM1388","IND",,"YATES","MARIE",,,,,,,,,"2024-08-28","150",,"CONTRIBUTION REFUND",,,"2024"
"SB17","C00869016","HFM1576","IND",,"WILLIAMS","TAYLOR ",,,,,,,,,"2024-09-12","16.4",,"MILEAGE",,,"2024"
"SB17","C00869016","HFM1575","IND",,"WILLIAMS","TAYLOR ",,,,,,,,,"2024-08-27","40.2",,"MILEAGE",,,"2024"
"SB17","C00869016","HFM1574","IND",,"WILLIAMS","TAYLOR ",,,,,,,,,"2024-08-08","56.51",,"MILEAGE",,,"2024"
"SB17","C00869016","HFM1182","IND",,"WEISS","DAVID",,,,"581 PINEWOOD DR",,"ANNAPOLIS","MD","21401","2024-09-24","175",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1181","IND",,"WEISS","DAVID",,,,"581 PINEWOOD DR",,"ANNAPOLIS","MD","21401","2024-09-09","360.39",,"CRISWELL CHEVY - AUTO SERVICE",,,"2024"
"SB17","C00869016","HFM1180","IND",,"WEISS","DAVID",,,,"581 PINEWOOD DR",,"ANNAPOLIS","MD","21401","2024-09-09","210.74",,"TRAVEL FUEL MULTIPLE LOCATIONS",,,"2024"
"SB17","C00869016","HFM1179","IND",,"WEISS","DAVID",,,,"581 PINEWOOD DR",,"ANNAPOLIS","MD","21401","2024-09-04","43.01",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1178","IND",,"WEISS","DAVID",,,,"581 PINEWOOD DR",,"ANNAPOLIS","MD","21401","2024-08-27","179.68",,"TRAVEL FUEL MULTIPLE LOCATIONS",,,"2024"
"SB17","C00869016","HFM1177","IND",,"WEISS","DAVID",,,,"581 PINEWOOD DR",,"ANNAPOLIS","MD","21401","2024-08-27","516.69",,"TRAVEL FUEL MULTIPLE LOCATIONS",,,"2024"
"SB17","C00869016","HFM1176","IND",,"WEISS","DAVID",,,,"581 PINEWOOD DR",,"ANNAPOLIS","MD","21401","2024-07-23","780.3",,"TRAVEL FUEL MULTIPLE LOCATIONS",,,"2024"
"SB17","C00869016","HFM1175","IND",,"WEISS","DAVID",,,,"581 PINEWOOD DR",,"ANNAPOLIS","MD","21401","2024-07-18","42.65",,"TRAVEL FUEL",,,"2024"
"SB17","C00869016","HFM1193","IND",,"ROSS","DONALD",,,,"PO BOX 6356",,"ANNAPOLIS","MD","21404","2024-08-29","3910.64",,"AVIS AND ENTERPRISE - CAR RENTAL",,,"2024"
"SB17","C00869016","HFM1603","IND",,"ROSEN","TOM",,,,"PO Box 9331120 Lake Ave",,"Fairmont","MN","56031","2024-08-13","3300",,"CONTRIBUTION REFUND",,,"2024"
"SB17","C00869016","HFM1375","IND",,"PYLES","LUFREDA",,,,,,,,,"2024-08-20","25",,"CONTRIBUTION REFUND",,,"2024"
"SB17","C00869016","HFM1350","IND",,"POPOVICH","L",,,,,,,,,"2024-09-09","35",,"CONTRIBUTION REFUND",,,"2024"
"SB17","C00869016","HFM1510","IND",,"PHILLIPS","ROBERT",,,,"555 METRO PLACE N",,"DUBLIN","OH","43017","2024-09-26","107",,"EXPENSIFY PLATFORM",,,"2024"
"SB17","C00869016","HFM1509","IND",,"PHILLIPS","ROBERT",,,,"555 METRO PLACE N",,"DUBLIN","OH","43017","2024-08-12","171.2",,"EXPENSIFY PLATFORM",,,"2024"
"SB17","C00869016","HFM1508","IND",,"PHILLIPS","ROBERT",,,,"555 METRO PLACE N",,"DUBLIN","OH","43017","2024-07-02","85.6",,"EXPENSIFY PLATFORM",,,"2024"
"SB17","C00869016","HFM1429","IND",,"PANCHURE","NOAH",,,,"PO BOX 6356",,"ANNAPOLIS","MD","21404","2024-08-29","2051.05",,"MILEAGE",,,"2024"
"SB17","C00869016","HFM1428","IND",,"PANCHURE","NOAH",,,,"PO BOX 6356",,"ANNAPOLIS","MD","21404","2024-08-28","847.42",,"MILEAGE",,,"2024"
"SB17","C00869016","HFM1696","IND",,"NAZARIAN","V ",,,,,,,,,"2024-09-10","35",,"CONTRIBUTION REFUND",,,"2024"
